Simulation_ID-0_NAME-TEST
Particle Count: 9
0.0,0.0,0.0_0.0,0.0,0.0_1836.15_1;1.0,0.0,0.0_0.0,0.0,0.0_1836.15_1;0.0,0.0,1.0_0.0,0.0,0.0_1836.15_1;0.0,2.0,0.0_0.0,0.0,0.0_1836.15_1;3.0,1.5,4.0_0.0,0.0,0.0_1836.15_1;-0.67,1.0,0.0_0.0,0.0,0.0_1836.15_-1;0.0,-1.0,0.0_0.0,0.0,0.0_1836.15_-1;1.0,3.0,0.0_0.0,0.0,0.0_1836.15_-1;-2.0,0.0,1.0_0.0,0.0,0.0_1836.15_-1;
-1.146969022171958,-0.45466467355069207,-0.8642063925918301_-0.01155449501622373,-0.005944501307540613,-0.008185339370133795_1836.15_1;0.8119982940228566,0.30452423147708857,-0.24223078999132452_-0.00969926393026096,0.010459956629702538,0.006032668604793488_1836.15_1;-1.387452401667531,-0.057601746408135805,1.2048420870164247_0.0017985384674023461,-0.011150478259286686,-0.008612586081876083_1836.15_1;-14.39309751693379,6.836707898460946,3.4540593486290994_-0.23692312864454973,0.07526160031969166,0.055555843294073655_1836.15_1;3.022543535827918,1.5888775680200018,4.035081581126409_1.0856063938561702E-4,7.256512052996191E-4,-2.665863448537389E-4_1836.15_1;1.5593578028212363,1.3764142581726315,0.3663668074739434_0.015939175862639068,0.0018786423482124023,0.001582303102962057_1836.15_-1;0.20888943002145602,0.14573767097045892,0.14611580551446446_0.01059351675418139,0.004060032284762527,-0.0018635990528861892_1836.15_-1;14.82074275764032,-3.227508216419471,-3.3995688567968667_0.2346220545670475,-0.08709723928857889,-0.05501158668295698_1836.15_-1;-1.1660128795605262,-0.012486990722826333,1.2995404096196768_-0.004884958699621977,0.011806336067737438,0.010768882530877549_1836.15_-1;
-1.158488398856609,-0.460591467579741,-0.872361531266651_-0.01151937668465113,-0.005926794029048922,-0.008155138674820895_1836.15_1;0.8019992756065483,0.3149886769880157,-0.23586490927898826_-0.009999018416308297,0.010464445510927114,0.00636588071233626_1836.15_1;-1.3815174531160475,-0.06789665597494965,1.1980111733107026_0.005934948551483421,-0.010294909566813842,-0.0068309137057221084_1836.15_1;-14.630021210380088,6.911969838045739,3.50961525788062_-0.23692369344629932,0.07526193958479276,0.05555590925152073_1836.15_1;3.022649294489757,1.5896028507784907,4.0348030996401745_1.057586618391706E-4,7.252827584888624E-4,-2.78481486234587E-4_1836.15_1;1.5752770808513685,1.378240617963685,0.3679103046111186_0.015919278030132374,0.0018263597910534372,0.0015434971371752104_1836.15_-1;0.21978148033731318,0.14982807670229834,0.1439237926330715_0.01089205031585717,0.004090405731839408,-0.0021920128813929414_1836.15_-1;15.055363674805154,-3.3146051596247905,-3.454579942849753_0.2346209171648344,-0.08709694320531952,-0.05501108605288609_1836.15_-1;-1.1750437437374146,-0.001536777298745651,1.308542755319701_-0.00903086417688826,0.010950213424080682,0.009002345700024398_1836.15_-1;
-1.1699740761356618,-0.46650130326888584,-0.8804894646066503_-0.011485677279052772,-0.005909835689144818,-0.008127933339999423_1836.15_1;0.7916811855865613,0.32544208856005485,-0.22915004623718838_-0.010318090019986969,0.010453411572039134,0.006714863041799881_1836.15_1;-1.3716469986277524,-0.07691822471067215,1.193296754343166_0.009870454488295134,-0.0090215687357225,-0.004714418967536604_1836.15_1;-14.866945454671235,6.987232106686362,3.5651712337387953_-0.2369242442911477,0.07526226864062288,0.05555597585817525_1836.15_1;3.0227522187227764,1.5903277921763044,4.034512634232827_1.0292423301944084E-4,7.249413978137418E-4,-2.9046540734796526E-4_1836.15_1;1.5911750518387364,1.3800161490863372,0.3694163091698341_0.015897970987367938,0.0017755311226520646,0.0015060045587154936_1836.15_-1;0.23099286794274573,0.15396299747833062,0.14138898291389554_0.011211387605432558,0.004134920776032268,-0.0025348097191759565_1836.15_-1;15.28998348905533,-3.401701815749479,-3.5095905489749795_0.23461981425017683,-0.08709665612468859,-0.05501060612522652_1836.15_-1;-1.1880182837115196,0.00814020974165014,1.315444145420297_-0.012974539974104944,0.00967698704039579,0.006901390100595805_1836.15_-1;
-1.1814276516044215,-0.47239491007460066,-0.8885928879609721_-0.01145357546875969,-0.005893606805714828,-0.008103423354321796_1836.15_1;0.7810222939788612,0.33586650408683844,-0.22206869606789884_-0.010658891607700111,0.010424415526783602,0.007081350169289549_1836.15_1;-1.3579533351659434,-0.08416565719156395,1.1911310091323883_0.013693663461808952,-0.0072474324808917984,-0.0021657452107778064_1836.15_1;-15.103870236002491,7.06249469399142,3.6207272762239846_-0.23692478133125522,0.07526258730505853,0.05555604248518927_1836.15_1;3.022852306656524,1.5910524291510206,4.034210112810116_1.0008793374769768E-4,7.246369747162253E-4,-3.0252142271085437E-4_1836.15_1;1.607050318428181,1.3817423474241977,0.3708862911560148_0.015875266589444534,0.001726198337860504,0.0014699819861807072_1836.15_-1;0.24254668176182087,0.15815900052426066,0.13849535753941153_0.01155381381907515,0.004196003045930044,-0.0028936253744840236_1836.15_-1;15.524602233048702,-3.4887981931713483,-3.5646006942532154_0.2346187439933703,-0.08709637742186904,-0.05501014527823572_1836.15_-1;-1.2048226111012517,0.0160437852597769,1.3198122314201677_-0.01680432738973209,0.00790357551812676,0.0043680859998706375_1836.15_-1;
-1.192850892554328,-0.4782730049118371,-0.8966741414860685_-0.011423240949906464,-0.0058780948372364385,-0.00808125352509633_1836.15_1;0.7699980356495549,0.3462409734884468,-0.21460126450698871_-0.01102425832930626,0.010374469401608341,0.007467431560910125_1836.15_1;-1.3404983366607264,-0.08895568079464732,1.1921253363372324_0.017454998505216958,-0.004790023603083371,9.943272048440095E-4_1836.15_1;-15.340795540870062,7.13775758946197,3.6762833847698064_-0.23692530486757035,0.07526289547054928,0.05555610854582197_1836.15_1;3.0229495898084044,1.5917768077055732,4.033895479878736_9.728315188061834E-5,7.243785545525891E-4,-3.146329313794428E-4_1836.15_1;1.6229015041865236,1.3834207603658766,0.3723218813811042_0.01585118575834247,0.0016784129416789354,0.00143559022508944_1836.15_-1;0.2544687400967364,0.1624356520090694,0.13522487090873636_0.011922058334915548,0.004276651484808741,-0.003270486630675177_1836.15_-1;15.759219937819804,-3.5758942996620164,-3.6196103962672748_0.23461770477110228,-0.08709610649066825,-0.05500970201405931_1836.15_-1;-1.225393037475927,0.021491202337567072,1.3210348489847124_-0.020570426374675335,0.005447417077790174,0.001222617564544669_1836.15_-1;
-1.2042457286000066,-0.4841363011686153,-0.9047351344092103_-0.011394836045678593,-0.005863296256778167,-0.008060992923141778_1836.15_1;0.7585804925266143,0.3565408442782385,-0.20672562978320666_-0.011417543122940608,0.010299870789791717,0.007875634723782067_1836.15_1;-1.3193729147877058,-0.09023947731504167,1.1972189509773505_0.021125421873020512,-0.0012837965203943624,0.005093614640118234_1836.15_1;-15.577721356222751,7.213020782540639,3.7318395582434993_-0.2369258153526889,0.075263193078669,0.055556173473692926_1836.15_1;3.0230441372748764,1.5925009820866118,4.033568696808292_9.454746647212039E-5,7.241743810387411E-4,-3.26783070444696E-4_1836.15_1;1.6387272611764925,1.3850529968949097,0.3737248788502353_0.015825756989969002,0.001632236529033181,0.0014029974691311044_1836.15_-1;0.2667881344815032,0.16681626008446823,0.13155698211367334_0.012319394384766761,0.004380608075398837,-0.003667888795063028_1836.15_-1;15.993836632977779,-3.6629901423933453,-3.6746196712015116_0.2346166951579746,-0.0870958427313289,-0.05500927493423667_1836.15_-1;-1.2496366588268224,0.023434054992137084,1.3181713684008742_-0.024243621350895455,0.0019428526545700127,-0.002863480583838196_1836.15_-1;
-1.2156142412802444,-0.48998552262965644,-0.9127772306470826_-0.011368512680237931,-0.005849221461041147,-0.008042096237872368_1836.15_1;0.7467377463202172,0.366736812607399,-0.19841659188777233_-0.011842746206397099,0.010195968329160454,0.008309037895434319_1836.15_1;-1.2949559216050133,-0.08619908395220756,1.2079864657209411_0.024416993182692453,0.004040393362834115,0.010767514743590601_1836.15_1;-15.814647669662154,7.28828426264628,3.7873957949401587_-0.23692631343940374,0.0752634801056409,0.05555623669665934_1836.15_1;3.023136062155099,1.5932250135178938,4.033229742292157_9.192488022244926E-5,7.240314312820073E-4,-3.3895451613433225E-4_1836.15_1;1.6545262761908694,1.3866407413495547,0.3750972630264073_0.015799015014376874,0.0015877444546449533,0.0013723841761719517_1836.15_-1;0.2795379171763857,0.17132886398957123,0.1274680739429072_0.012749782694882542,0.004512603905102991,-0.004088908170766117_1836.15_-1;16.228452346926552,-3.750085727926012,-3.7296285339182433_0.2346157139487728,-0.08709558553266633,-0.055008862716731964_1836.15_-1;-1.2771725162217313,0.020054640397179167,1.3096450165305227_-0.027535857394908936,-0.003379414594957917,-0.00852635187035148_1836.15_-1;
-1.226958637690402,-0.4958214290120833,-0.9208010579928546_-0.011344396410157661,-0.005835906382426888,-0.008023827345772009_1836.15_1;0.7344330476842539,0.3767936307970677,-0.18964516213518115_-0.012304698635963243,0.010056818189668701,0.008771429752591191_1836.15_1;-1.2690111116955969,-0.07323599417713468,1.2273010379904852_0.02594480990941638,0.012963089775072878,0.019314572269543917_1836.15_1;-16.05157446979362,7.363548019220522,3.8429520925447753_-0.23692680013146566,0.07526375657424206,0.05555629760461653_1836.15_1;3.0232255317311254,1.5939489673314637,4.032878612336187_8.946957602632517E-5,7.23953813569932E-4,-3.5112995597005544E-4_1836.15_1;1.670297277174923,1.3881857786825096,0.37644121368380706_0.015771000984053537,0.0015450373329547558,0.0013439506573997635_1836.15_-1;0.292756008961783,0.1760075938470345,0.12293069779376627_0.013218091785397302,0.004678729857463264,-0.004537376149140947_1836.15_-1;16.46306710717707,-3.837181062171,-3.784636998016657_0.2346147602505174,-0.08709533424498836,-0.05500846409841391_1836.15_-1;-1.3062347535495564,0.007754495481622872,1.292579563795668_-0.029062237327825046,-0.012300144915556295,-0.01706545273485452_1836.15_-1;
-1.2382811564562044,-0.5016448728152578,-0.9288061545914035_-0.011322518765802354,-0.005823443803174558,-0.008005096598548818_1836.15_1;0.7216236980177283,0.3866682808442275,-0.1803775950264887_-0.012809349666525534,0.009874650047159811,0.009267567108692434_1836.15_1;-1.2505448893541258,-0.04389990242101003,1.2598242663239878_0.018466222341471127,0.02933609175612465,0.03252322833350264_1836.15_1;-16.288501747033667,7.438812041897639,3.898508448074993_-0.23692727724004606,0.07526402267711652,0.05555635553021781_1836.15_1;3.023312783325645,1.5946729042560617,4.0325153162256555_8.725159451944073E-5,7.239369245979226E-4,-3.6329611053186983E-4_1836.15_1;1.6860390503666336,1.3896900568617236,0.3777591398301945_0.015741773191710662,0.0015042781792139722,0.0013179261463874483_1836.15_-1;0.3064864955299715,0.18089462995122332,0.11791248976843316_0.013730486568188503,0.0048870361041888416,-0.005018208025333111_1836.15_-1;16.69768094096838,-3.9242761503188293,-3.8396450759154286_0.23461383379130907,-0.08709508814782911,-0.05500807789877129_1836.15_-1;-1.3278151753643819,-0.02091698825577515,1.2623091653100529_-0.021580421814825532,-0.028671483737398022,-0.030270398485615302_1836.15_-1;
-1.249583630881451,-0.5074569506119049,-0.9367903462578797_-0.011302474425246654,-0.005812077796647096,-0.00798419166647622_1836.15_1;0.7082593884319897,0.39630724438557524,-0.1705738173242764_-0.013364309585738662,0.009638963541347752,0.009803777702212309_1836.15_1;-1.2721465556294804,-0.002616887126510363,1.2936624336292744_-0.021601666275354613,0.04128301529449967,0.0338381673052865_1836.15_1;-16.525429495943484,7.51407632144072,3.954064858078845_-0.2369277489098168,0.07526427954308057,0.055556410003852114_1836.15_1;3.023398134321273,1.595396846489193,4.032139846124289_8.535099562798602E-5,7.239422331312385E-4,-3.7547010136640977E-4_1836.15_1;1.701750544695677,1.3911558877496233,0.3790536779526656_0.015711494329043462,0.0014658308878997262,0.00129453812247111_1836.15_-1;0.3207817686674699,0.18604320667859392,0.11237412569274058_0.014295273137498395,0.005148576727370584,-0.0055383640756925855_1836.15_-1;16.93229387701861,-4.011370996876765,-3.894652779295227_0.23461293605022882,-0.08709484655793563,-0.05500770337979842_1836.15_-1;-1.3093240306806244,-0.06153467212852193,1.2307220013995643_0.018491144683757427,-0.04061768387274678,-0.03158716391048845_1836.15_-1;
-1.2608658965172317,-0.5132591323318663,-0.9447509313658381_-0.011282265635780813,-0.005802181719961422,-0.007960585107958421_1836.15_1;0.6942800177417918,0.40564296646524883,-0.16018415082714593_-0.01397937069019788,0.009335722079673588,0.010389666497130471_1836.15_1;-1.305946709160909,0.019297785557809928,1.3068157739661284_-0.033800153531428505,0.02191467268432029,0.013153340336854093_1836.15_1;-16.76235771834825,7.589340853590925,4.009621321240005_-0.23692822240476727,0.07526453215020511,0.05555646316115996_1836.15_1;3.0234818133919172,1.5961206866020594,4.031752036623363_8.367907064409769E-5,7.238401128663367E-4,-3.8780950092582385E-4_1836.15_1;1.7174314096974246,1.3925863349527219,0.3803272454623137_0.015680865001747514,0.001430447203098693,0.0012735675096481396_1836.15_-1;0.3357051213694844,0.19152093574179826,0.10626450078856052_0.014923352702014498,0.0054777290632043426,-0.006109624904180052_1836.15_-1;17.16690594849511,-4.098465607330365,-3.9496601216407314_0.23461207147650262,-0.08709461045360035,-0.05500734234550443_1836.15_-1;-1.2786339866693592,-0.08278482324832846,1.2198143257533403_0.030690044011265134,-0.021250151119806535,-0.010907675646223969_1836.15_-1;
-1.272127113883923,-0.5190526446502136,-0.9526876823981055_-0.011261217366691261,-0.005793512318347305,-0.007936751032267379_1836.15_1;0.6796150112550218,0.4145906077359812,-0.1491479865716139_-0.01466500648677006,0.008947641270732403,0.011036164255532019_1836.15_1;-1.3368157716362756,0.03038967262757604,1.3107562444346403_-0.030869062475366645,0.01109188706976611,0.003940470468511897_1836.15_1;-16.999286413955037,7.6646056360073995,4.065177838382105_-0.2369286956067857,0.07526478241647477,0.055556517142100297_1836.15_1;3.0235638758528123,1.5968443024535528,4.031351650173022_8.206246089508416E-5,7.236158514933749E-4,-4.003864503405912E-4_1836.15_1;1.7330817754347554,1.3939844846452096,0.3815819424710821_0.0156503657373308,0.0013981496924877807,0.0012546970087684232_1836.15_-1;0.35132941359752806,0.1974117251407861,0.09952098818455926_0.015624292228043679,0.005890789398987823,-0.006743512604001263_1836.15_-1;17.401517186572207,-4.185559988605464,-4.004667117351652_0.2346112380770984,-0.08709438127509865,-0.05500699571092105_1836.15_-1;-1.250877963237114,-0.09321379535482473,1.218114122675958_0.027756023432245085,-0.01042897210649626,-0.0017002030773823772_1836.15_-1;
-1.2833665698079275,-0.5248385123770252,-0.9606015699770907_-0.011239455924004493,-0.00578586772681161,-0.007913887578985146_1836.15_1;0.6641804920885547,0.42304058973804637,-0.13739139408738352_-0.015434519166467089,0.00844998200206516,0.01175659248423039_1836.15_1;-1.363419286329386,0.03540329034752754,1.3101552486485866_-0.02660351469311038,0.005013617719951497,-6.009957860537655E-4_1836.15_1;-17.236215580055404,7.7398706662184145,4.120734410713008_-0.23692916610036668,0.07526503021101452,0.05555657233090261_1836.15_1;3.023644324927267,1.5975675932794913,4.030938448444748_8.044907445456559E-5,7.232908259385065E-4,-4.132017282740235E-4_1836.15_1;1.7487019813914626,1.3953533346067835,0.3828198675839195_0.01562020595670724,0.0013688499615737834,0.0012379251128373854_1836.15_-1;0.3677399761899488,0.20382360740692304,0.09206783010032747_0.01641056259242075,0.006411882266136957,-0.007453158084231791_1836.15_-1;17.63612761976862,-4.272654147894935,-4.05967378027883_0.23461043319641187,-0.08709415928947051,-0.05500666292717767_1836.15_-1;-1.2273929581731604,-0.09756642132522297,1.22095093885271_0.023485005063953623,-0.004352625970398253,0.0028368161767519983_1836.15_-1;
-1.2945837691913213,-0.5306176244433886,-0.9684941836219195_-0.011217199383393769,-0.00577911206636337,-0.007892613644828841_1836.15_1;0.6478753298055484,0.4308469765649062,-0.12482269192652029_-0.016305162283006318,0.007806386826859833,0.012568702160863225_1836.15_1;-1.3860024708306513,0.036527975571750665,1.3069623804714516_-0.022583184501265362,0.0011246852242231243,-0.0031928681771348387_1836.15_1;-17.473145212349944,7.815135941423743,4.176291039397682_-0.23692963229453917,0.0752652752053284,0.055556628684674085_1836.15_1;3.0237231488557224,1.5982904791355752,4.0305122020988176_7.882392845527119E-5,7.228858560839692E-4,-4.2624634593072815E-4_1836.15_1;1.764292546865002,1.3966958329952879,0.38404321071938485_0.015590565473539344,0.001342498388504507,0.0012233431354653412_1836.15_-1;0.38503875466649323,0.21090057787907354,0.08381175215354568_0.017298778476544426,0.007076970472150489,-0.008256077946781787_1836.15_-1;17.87073727444292,-4.359748092338692,-4.114680123487171_0.234609654674303,-0.08709394444375719,-0.05500634320834024_1836.15_-1;-1.2079356022637984,-0.09803206678825269,1.2263764141947238_0.01945735590936198,-4.65645463029714E-4,0.005425475342013783_1836.15_-1;
-1.3057784339742815,-0.5363907702359153,-0.9763674797135004_-0.011194664782960273,-0.0057731457925267,-0.007873296091580844_1836.15_1;0.6305760034054305,0.4378086085623983,-0.11132583623537966_-0.0172993264001179,0.0069616319974920345,0.013496855691140628_1836.15_1;-1.4049324704381656,0.034925352616910224,1.30215586439818_-0.0189299996075143,-0.0016026229548404426,-0.004806516073271631_1836.15_1;-17.7100753054767,7.890401458541094,4.231847725437182_-0.23693009312675592,0.07526551711735083,0.05555668603949904_1836.15_1;3.0238003344988633,1.5990128985209215,4.0300726912964375_7.718564314083317E-5,7.224193853464333E-4,-4.395108023797503E-4_1836.15_1;1.77985418682569,1.3980149108050737,0.38525429226255203_0.015561639960688184,0.0013190778097858997,0.0012110815431672028_1836.15_-1;0.4033495474232792,0.2188415680982771,0.0746353181095104_0.018310792756786005,0.007940990219203541,-0.009176434044035274_1836.15_-1;18.105346175172933,-4.446841828929494,-4.169686159242687_0.23460890073001325,-0.0870937365908022,-0.0550060357555164_1836.15_-1;-1.1921400374370787,-0.09577219797926202,1.2334135836877007_0.015795564826719524,0.002259868808990664,0.007037169492977039_1836.15_-1;
